date,open,high,low,close,volume,Name
19-08-2013,4056.2,4056.2,3943.15,3976.35,50876382,23610600000
20-08-2013,3888.45,4008.95,3860,3980.35,57815283,28615200000
21-08-2013,4140.75,4179,3969.4,4014.15,62147421,34042900000
22-08-2013,3989.45,4041.1,3913.5,3998.75,57425843,29232600000
23-08-2013,4017.4,4075.5,3964.1,4069,46434815,25053600000
26-08-2013,4090.35,4109.95,4008.4,4033.1,60256357,23051300000
27-08-2013,3967.65,3967.65,3757.9,3784.75,108399998,34377000000
28-08-2013,3721,3758.1,3575.7,3714.1,101814968,41015200000
29-08-2013,3762,3829,3754.75,3815.95,82673166,34166400000
30-08-2013,3820.65,3913.1,3806.75,3890.05,155245178,54586600000
02-09-2013,3918.55,3978,3912.55,3941.4,50881292,21515500000
03-09-2013,3976,3976,3733.6,3749.6,53784084,24863100000
04-09-2013,3749.1,3826.65,3715.55,3812.35,50880828,23903900000
05-09-2013,3962.55,4137.45,3962.55,4110.55,79075194,43296700000
06-09-2013,4132.85,4233.8,4055.6,4219.9,64503744,34771000000
10-09-2013,4280.8,4385.65,4280.8,4369.7,60366699,33666900000
11-09-2013,4346.3,4436.5,4290,4421.55,53854633,27071400000
12-09-2013,4421.1,4421.1,4331.65,4364.85,81921768,30763000000
13-09-2013,4332.75,4397.35,4313.6,4364.55,40792600,23365000000
16-09-2013,4463.8,4480.65,4341.6,4420.95,49841992,27022800000
